ASN|CC|AS_Name
132095|JP|HP-ECS-JAPAN HEWLETT PACKARD-SHINSUNA COLO
132097|AU|BUPA-AUS-HEALTH-AS-AP BUPA Australia Health Pty Ltd
132098|KH|NINENETWORKS-KH SATURN HOLDINGS LIMITED
132099|BD|EBSOLUTIONSLTD-AS-AP E.B Solutions Ltd.
13209|RO|ATOM-HOSTING
132100|MM|MSN-AS-AP Myanmar Speed Net Co.,Ltd
132102|AU|ALHGROUP-AU 16 - 20 Claremont Street
132104|MY|KRYPTO-AS-AP 27B, Jalan SS4D/2, People's Park, Petaling Jaya, Selangor 47301
132107|TH|CLOUDPOWER-AS Cloudpower Solutions
132108|IN|ISSL-AS IL&FS House, Plot No. 14
13210|RO|ASE Piata Romana, Bucharest, Romania
132111|MY|BIGBANDNET-MY Bigband Sdn Bhd
132116|IN|ANINETWORK-IN Ani Network Pvt Ltd
132117|TH|MOINET-AS-AP Ministry of Interior
132119|JP|BNP-PARIBAS-AP BNP Paribas
132121|IN|HP-ECS-TUPINDIA HP-ENTERPRISE CLOUD SERVICES
132123|BD|PORTONICSLIMITED-AS-AP Portonics Limited
132125|NZ|BRAINTRUST-AS-AP Braintrust Ltd
132127|AU|CLOUDPEOPLE-SYD-AS-AP Cloud People Pty Ltd
132129|BD|AS132129
132132|SG|REPUBLICTELECOM-SG MyRepublic Ltd.
132133|TH|SB-FURNITURE-AS-AP SB.Furniture House Co.,Ltd
132134|US|SPOTX-AS-AP SpotXchange, Inc
132135|IN|HMCL-NET-IN Hero MotoCorp Ltd
132136|AU|BREMMAR-AS-AP Bremmar Communications Pty Ltd
132137|IN|SOIPL-IN Shree Omkar Infocom Pvt Ltd
132138|AU|THEGREXGROUP-AS-AP THE GREX GROUP PTY LTD
13213|GB|UK2NET-AS
132141|PH|CHIKKANET-PH Penthouse
132142|SG|ZONETEL-AS-AP ZONE Telecom Pte Ltd
132143|NZ|HCSL-AS-AP Harbour City SecurityLimited
132144|IN|GPX-INDIA-IN GPX India Pvt. Ltd Unit A-001
132145|AU|DCTWO-AS-AP DC Two Pty Ltd
132146|HK|RICHTOPEC-AS-AP Rich Top EC Limited
132147|CN|CT-SHANXI-MAN No.3,Shu-Ma Road
132148|MM|HTI-AS-AP HORIZON TELECOM INTERNATIONAL COMPANY LIMITED
13214|SE|DCP-AS
132150|IN|VALUE-TECH-IN ValueLabs Technologies
132151|IN|NAVIGANT-IN NAVIGANT BPM (INDIA) PRIVATE LIMITED
132152|IN|PERSISTENTNET-IN Persistent System Ltd
132153|CN|CT-SHANXI-MAN-2 No.3,Shu-Ma Road
132158|AU|AUSTRALIAN-SYNCHROTRON-AS-AP Australian Synchrotron
13215|RU|CPLUS1-AS
132160|AU|OCEANIC-BROADBAND-AS-AP Oceanic Broadband Solutions Pty. Ltd.
132161|NZ|LAYERX-AS-AP LAYERX CLOUD LIMITED
132162|AU|QUADRANTENERGY-AS-AP Quadrant Energy Australia Limited
132164|ID|KASKUSNETWORKS-AS PT Darta Media Indonesia
132165|PK|CONNECT-AS-AP Connect Communications
132166|IN|RIDA-AS-AP Rida Communication Private Limited
132167|MM|OML-MM OOREDOO MYANMAR
132168|HK|ESUNHK-AS-AP ESUN TECHNOLOGY INTERNATIONAL CO., LIMITED
13216|GB|ITEX-AS
132170|MY|EXITRANET1-AS-AP Exitra Sdn. Bhd.
132172|TH|FPO-AS-AP Fiscal Policy Office
132173|AF|AS132173
132193|PH|SSSGOV-AS-AP Social Security System
132196|MY|DANAWA-AS-AP DANAWA RESOURCES SDN BHD
132197|MY|SKALI-MY SKALI
132198|MY|ICORE-MY iCore Technology Sdn Bhd
132199|PH|GLOBE-MOBILE-5TH-GEN-AS Globe Telecom Inc.
1321|US|ANSBB-ASNNET-1 - Advanced Networks & Services Inc.
132201|TH|LHBANK-AS-AP Land and Houses Bank Public Company Limited
132202|SG|ACTNET-SG 41 Science Park Road
132203|CN|TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue
132204|PH|TOTALSYNERGY-AS-AP Total Synergy Info. Tech. Inc.
132205|AU|YARRACITYCOUNCIL-AS-AP YARRA CITY COUNCIL
132206|PH|CLOUDPROJECT-AS-AP ePLDT Inc.
132208|IN|NGBPS-IN NGBPS LTD
132210|BD|REIGNICT ReignICT
132212|NZ|AS132212
132215|IN|POWERGRID-IN Power Grid Corporation of India Limited
132217|AU|VIRGIN-AS-AP Virgin Australia Airlines Pty Ltd
132218|MV|MCS-AS-AP Maldives Customs Service
132219|NZ|TEPUNIKOKIRI-AS-AP Ministry of Maori Development (Te Puni Kokiri)
132220|IN|JPRDIGITAL-IN JPR Digital Pvt. Ltd.
132222|AF|AHG-AS-AP Sanzar F Kakar T/A Afghanistan Holding Group
132228|VU|VANGOV-AS-AP Vanuatu Government
132229|PH|TRENDMICRO-PH 8F Tower 2 The Rockwell Business Center
132230|AU|HEARING-AS-AP Australian Hearing Services T/A Australian Hearing
132232|BT|DCS-AS Data Centre Services
132233|HK|NCR-NTIL-AS-AP NCR Network Technology International Limited
132236|SG|NAPPL-AS-AP NEC ASIA PACIFIC PTE LTD
132238|KH|CAMHR-AS-AP CAMHR INFORMATION(CAMBODIA) Co.,LTD
132239|IN|ENVESTNET-IN Envestnet Asset Management India Pvt. Ltd
13223|FR|COUNCIL-OF-EUROPE-AS COUNCIL OF EUROPE
132240|NZ|PLAN-B-AS-AP Plan-b Ltd
132241|MY|SKSATECH1-MY SKSA TECHNOLOGY SDN BHD
132242|SG|HOGARTHWW-SG Hogarth Worldwide Pte
132245|AU|DATAEXPRESS-AU Data Express Pty Ltd
132246|PH|ST-AS-AP ST. LUKE'S MEDICAL CENTER, INC.
132248|FJ|RBOF-AS-AP Reserve Bank of Fiji
132249|IN|SHIPCOITPVTLTD-AS-AP Shipco IT Pvt Ltd
13224|KE|NAIROBINET
132250|TH|PNU-AS Princess of Naradhiwas University
132251|IN|COMPULINKINDIA-IN Compulink India
132252|HK|HKMPCL-HK 12/F Trans Asia Centre, 18 Kin Hong Street
132253|SG|CPFBOARD-SG 79 Robinson Road
132254|VU|PRIMADC-AS-AP PRIMA DC LIMITED
132255|NZ|PRIMOWIRELESS-NZ PrimoWireless Ltd
132256|AU|CTASAPL-AS-AP CGI Technologies and Solutions Australia Pty Ltd
132257|AU|AREA9-AU Area9 IT Solutions
13225|RU|AS13225
132263|AU|SPORTINGBET-AS-AP Sportingbet Australia Pty Ltd
132264|NZ|CALLAGHAN-INNOVATION-AS-AP Callaghan Innovation
132265|SG|SIANET-AS-AP Singapore Airlines Limited
132266|AU|UNISYSLTD-AS-AP UNISYS AUSTRALIA PTY LIMITED
132267|BD|NOVOCOM-BD NovoCom Limited
132268|NZ|VELOCITYNET-AS-AP Velocity Net Limited
13226|BE|CYBERNET
132270|NP|NABILBANKLIMITED-AS-AP Nabil Bank Limited
132272|IN|TRIJITNET-IN TRIJIT TECHNOLOGIES PVT LTD
132277|SG|XTRA-COMMUNICATION-SG 105 Tampines Road #03-06/07
132278|IN|CHEMOIL-CHN-IN Chemoil Information Services Private Limited
132279|AU|ADP-AS-AP Automatic Data Processing Limited
13227|RU|KRAFT-S Samara, Russia
132280|TH|SYMPHONY-AP-TH Symphony Communication (Thailand) PCL.
132281|SG|CHINAUNICOM-AS-AP China Unicom (Singapore) Operations Pte Ltd
132282|IN|GUAVUS-IN Guavus Network Systems Private Limited
132284|NZ|RADIO-NEW-ZEALAND-AS-AP Radio New Zealand
132295|BD|AS132295
132296|IN|SEVENSTARDIGITAL-AS-AP Seven Star Digital Network Private Limited
132298|BD|ADCL-AS-AP Antaranga Dot Com Ltd
132299|AU|ASTA-AS-AP Applied Satellite Technology Australia Pty Ltd
132301|JP|NXG-AS C of IPC
132303|IN|TATA-SKY-AS-AP Tata Sky Ltd
132304|HK|CLOUDEST-AS-AP CLOUDEST (HK) LIMITED
132305|BD|FCL1-AS-AP First Communication Limited
132306|BD|MOS5TEL-BD MOS 5 TEL LIMITED
132308|IN|ACSKOCHI-IN AFFILIATED COMPUTER SERVICES OF INDIA PRIVATE LIMITED
132309|AU|SIXYS-NETPOINT-AS-AP 6Y'S Pty Ltd
13230|RU|NCPORT Moscow
132310|HK|EMCM-AS-AP ED & F Man Capital Markets Hong Kong Limited
132314|IN|AIRITINDIA-IN Esto Internet private limited
132315|AU|INTILLISMART-AU Intillismart Pty Ltd
132316|AU|DATPIXEL-AS-AP DatPixel Entertainment, Inc.
132321|AU|NTG-ICT-AU Northern Territory Government
132322|IN|GDRPL-IN Good Domain Registry Private Limited
132323|IN|PERFECT-IN PERFECT INTERNET PVT LTD
132325|HK|CYHADCL-HK KWAI HING NETWORK TECHNOLOGY CO.LIMITED
132326|MY|F1CSB-NET-MY K-7-10, No. 2 Jalan Solaris, Solaris Mon't Kiara
132327|HK|AGIG-AS-AP Allianz Global Investors GMBH
132329|IN|FIRSTSRC-IN Firstsource Solutions Ltd
13232|DE|WESTLB
132330|AU|HILLSONG-AU Hillsong International Ltd
132331|AU|ROCKEND-AS-AP Rockend Technology Pty Ltd
132334|SG|LUCASFILM-SG-SG 51 Changi Business Park Central 2
132335|IN|NETWORK-LEAPSWITCH-IN LeapSwitch Networks Pvt Ltd
132338|IN|HPBAS-IN HP Global Soft Pvt Ltd
132339|BD|CELTELECOM1-IGW-BD CEL TELECOM LTD
13233|DE|TORR-AS
132340|BD|VENUSTELCO-BD Venus Telecom Limited
132342|HK|FIDESSA-AP Fidessa ltd
132343|IN|SUNGROUP-IN SUN TV NETWORK LIMITED
132344|MM|STMCL-AS-AP SEANET
132345|AU|FRIENDSSCH-AS-AP The Friends School
132346|IN|SPICITY-NET-IN SPICITY
132347|NZ|MIKIPRO-AS-AP MikiPro Ltd
132349|IN|MYLAN-IN Mylan Laboratories Ltd
132351|IN|NPCINET-IN National Payment Corporation Of India
132354|MY|CTSABAHNET-MY CELCOM TIMUR (SABAH) SDN BHD
132355|AU|TAL-AU TAL Services Limited
132356|SG|CAG-IT-SG 60 Airport Boulevard
132359|MY|AS132359
13235|IR|NIKRANET
132360|AU|SERVICESTREAM-AS-AP Service Stream Limited
132361|AU|CITRIXSYSTEMS-AS-AP Citrix Systems Asia Pacific Pty Ltd
132364|HK|TEC-HK Level 16, Nexxus Buildings
132365|BD|BANGLADESHAGRICULTURALUNIVERSITY-AS-AP Bangladesh Agricultural University (BAU)
13236|BG|DATACOM-BG-AS Internet Provider
132370|AU|CIVICA-NET6-AS-AP Civica Pty Limited
132371|IN|STSPL-AS-AP Solartis Technology Services Private Limited
132372|MY|GBNETWORK-AS-AP GB Network Solutions
132376|MY|BASKETASIA-AS-AP BasketAsia, Sdn. Bhd.
132377|IN|ELLUCIANNET-AP Ellucian Company LP
132378|IN|MERINO-IN 44KM Stone, Delhi-Rohtak Road
132379|AU|FUNNELBACK-AS-AP Funnelback Pty Ltd
13237|DE|LAMBDANET-AS European Backbone of AS13237
132380|KR|GM-AP-GMTHAI General Motors Thailand, Rayong
132381|BD|FUTURENETSOLUTION-AS-AP Future Net Solution
132382|AU|GREENBAY-AS-AP Greenbay Communications Pty Ltd
132384|IN|DCIPL-AS-AP Deloitte Consulting India Pvt. Ltd
132387|IN|ESSARGROUP-IN Essar House
132388|IN|INTUIT-IN Building 8
13238|RU|YANDEX
132391|NZ|RACK-CENTRAL-AS-AP FourG Telecom
132394|AU|OPUSV-AU OpusV Technology Group
132395|BN|DST-AS DST Headquarters
132396|SG|FEDEX-AS Federal Express Corporation Hong Kong Branch
132397|AU|POWERNET-AU PowerNET IT Consultants Pty Ltd
132398|SG|SCEI-AS-AP Science and Engineering Institutes
132399|SG|ATICLOUD-AP 26, rue de joinville
1323|Unknown|AS1323
132400|PH|CCVC-AS-AP COMMUNITY CABLE VISION CORPORATION
132402|SG|BJN-AP 516 Clyde Ave US
132403|NZ|OSF-AS-AP Inde Technology Limited
132404|AF|NEDA-KAF-AF Neda Telecommunications
132405|AU|SUMMITINTERNET-AS-AP Summit Internet (Australia)
132406|SG|LINKEDIN-AS 8 Shenton Way
132407|NP|VERISK-AS-AP Verisk Nepal Pvt. Ltd.
132409|NZ|MONZTPT-AS-AP Museum of New Zealand Te Papa Tongarewa
13240|IL|12 Yad-Harutzim Street
132413|IN|FIRST-DATA-AU-IN-CHE-AS First Data Resources Australia Limited
132414|Unknown|AS132414
132415|IN|JUSTDIAL-AS-IN Palm Court Bldg M, 501/B, 5th Floor, New Link Road
132416|AU|DTPL-AS-AP Discovery Technology Pty Ltd
132417|IN|IM-CVG-IN Plot No. 5& 43, HITECH City, Madhapur
132418|JP|OUTSCALE-AP 1 Rue Royale FR
132419|AU|BIORAD-AP 1000 Alfred Nobel Drive US
132422|HK|TELECOM-HK Hong Kong Telecom Global Data Centre
132423|IN|IITB-IN Powai
132424|AU|BRAMBLESLIMITED-AS-AP Brambles Limited
132425|SG|APC-HOSTING-SG APC Hosting Pte Ltd
132426|MY|ALTEL-MY E-10-08, Block E
132429|VU|DIGICELVANUATU-VU Private Mail Box 9103
13242|LV|LLU
132430|AU|AVMC-AS-AP Adelaide Venue Management Corporation
132433|AU|KWPL-AS-AP KORE WIRELESS PTY LTD
132434|MY|PEERING1-MY M-04-3A, Block M
132435|MY|SYMPHONET-MY No.31-A, Jalan Tiara, Tiara Square
132436|BD|TAHOECOM-AS-AP Wahidur Rahman Sharif T/A Tahoe Communication Limited
132437|CN|SAASPLAZA-NET-CN 10 Anson Road
132438|BD|APONIT-AS-AP Evan Ahmed Bhuiyan t/a APON IT
13243|NO|AS13243
132440|IN|PMC-NET-IN 3 rd floor, Dreams mall, L.B.S. marg
132441|IN|SAIBABA-IN SHRI SAIBABA SANSTHAN TRUST, SHIRDI
132443|BD|SOUTHTECHLIMITED-AS-AP Southtech Limited
132445|IN|KHETAN-IN Khetan Cable Network Pvt. Limited
132447|LK|HUTCHISON-LK 234, Galle Road, Colombo 4
132448|AU|SOLUTIONONEPTYLTD-AU SolutionOne Pty Ltd
132449|NZ|WIRELESSNATION-NZ Wireless Nation
13244|LV|RIETUMU-AS Location Riga, Latvia.
132450|NZ|NEWERAIT New Era IT Ltd
132451|JP|HP-JAPAN 2142-1 KUKIOKA MAEDA
132453|IN|TRIPLE-PLAY-IN TRIPLE PLAY BROADBAND PRIVATE LIMITED
132456|NZ|MODICA-AKL-AS-AP Modica Group
132458|AU|PENTANET-AS-AP Pentanet Pty Ltd - bringing Perth's internet up to speed
13245|NL|FOLTRON
132462|SB|BEMOBILESI-AS-AP Bemobile Solomon Islands Ltd
132464|PH|BARBAZACOOP-AS-AP Barbaza Multi-Purpose Cooperative
132467|AF|AFREN-AS-AP Afghan National Research and Education Network (AfREN)
132468|SB|SATSOL-NET-SB SATSOL LIMITED
132469|AU|DPIRD-AS-AP Department of Primary Industries and Regional Development
13246|DE|INETWIRE-AS Wilhelm-Wagenfeld-Str. 16
132470|IN|NEXTRAT-AS-AP Nextra Telesolutions Private Limited
132471|AF|MTNAFGHANISTAN-AS-AP MTNAFGHANISTAN
132472|SG|AUCTORIZIUM-SG 70 Bendemeer Road
132473|AU|RFGPL-AS-AP RFGPL
132476|AU|COMPASS-AS-AP Compass Education Pty Ltd
132479|TH|WUTTISAKPHARMACY-AS-AP Wuttisak Pharmacy Co.,Ltd
13247|DE|ERDENREICH Downstreams
132482|TH|RMUTR-AS-AP Rajamangala University of Technology Rattanakosin
132484|AU|LAHL-AS-AP LINK ADMINISTRATION HOLDINGS LIMITED
132485|IN|ASL-AS-AP Axis Securities Limited
132486|KI|OCEANLINKLTD-AS-AP OCEAN LINK LTD
132489|BD|EXTREMENET-AS-AP Muminul Hasan t/a Extreme Net
132491|AU|AFTCOMMS-AS-AP AFT Communications Pty Ltd
132492|AU|IDIGS-AS-AP iDigs Internet Pty Ltd
132493|TH|LPRU-AS-AP Lampang-Meatha Rd., Thambon Chomphu Ampher Maung Lampang 52100
132494|MY|UTHM-AS-AP Universiti Tun Hussein Onn Malaysia
132497|IN|DNA-AS-AP DIGITAL NETWORK ASSOCIATES PRIVATE LIMITED
132498|AU|ASPEDIAAUSTRALIA-AS-AP ASPEDIA AUSTRALIA PTY LTD
132499|HK|HKCOLONETLIMITED-AS-AP HKCOLO.NET LIMITED
13249|UA|ITS-UA IT Systems LLC
132500|SG|UCFAID-AS-AP University Corporation for Advanced Internet Development
132502|BD|BBL-AS-AP Payment Gateway of Bangladesh
132504|JP|QUALITIA-AS-AP QUALITIA Co.,Ltd
132505|PH|CONCENTRIX-AS-AP Concentrix Daksh Services Philippines Corporation
132506|HK|EXCHANGE-AS-AP EXCHANGE ADVERTISING COMPANY
132507|IN|HIISPL-AS-AP Helios IT Infra Solutions P Ltd
132508|PH|EGS-PL-AP A GLOBAL CUSTOMER SERVICE ORGANIZATION
132509|NZ|DAHL-AS-AP DIGIWEB ADVANCED HOSTING LIMITED
13250|CH|BACKBONE-
132510|CN|SHANXIMCC-IDC IDC ShanXi China Mobile communications corporation
132512|MY|WHCL-AS-AP World Hub Communications (M) Sdn Bhd
132513|LA|SKYTELLAO-AS-AP Sky Telecom State Company
132515|IN|WAMIKA-AS Wamika Broadband Pvt Ltd
132516|Unknown|AS132516
132518|Unknown|AS132518
132519|Unknown|AS132519
13251|DE|ITNS Leipzig, Germany
132520|Unknown|AS132520
132524|Unknown|AS132524
132525|CN|CMNET-HEILONGJIANG-CN HeiLongJiang Mobile Communication Company Limited
132526|SG|CSPL-AS-AP ZONE TELECOM PTE LTD
132527|IN|DEPARTMENTOFPOSTS-AS-AP Department of Posts
132528|AU|DAPL-AS-AP Digicel Australia Pty Ltd
132529|AU|W3NETWORKS-AU W3 Networks Pty Ltd
132530|BD|BESTECTELECOMLTD-AS-AP Bestec Telecom Ltd.
132532|AU|COMMSYSAUSTRALIA-AS-AP The trustee for The CommSys Australia Unit Trust
132533|AU|VIBEGROUPPTYLTD-AS-AP Vibe Group Pty Ltd
132534|NZ|HEALTHLINKLIMITED-AS-AP Healthlink Limited
132535|IN|ABAWSPL-AS-AP ANTARIKSH BROADBAND AND WIRELESS SOLUTION PRIVATE LIMITED
132539|IN|VCMSL-AS-AP Viteos Capital Market Services Limited
13253|IT|ISGS-ASN4
132540|IN|AISPL-AS-AP AIRNAT IT SOLUTIONS PVT LTD
132542|IN|CHINETWORKS1-AS-AP Chinetworks India Pvt. Ltd.
132543|BD|NEXTGEN-AS-AP Nextgen Networks Limited
132544|AU|CLOUDOIPPTYLTD-AS-AP Cloudoip Pty Ltd
132545|TH|SAPANAN-AS-AP Sapanan General Food
132546|MY|CONVERSANTBERHAD-AS-AP Conversant Berhad
132547|IN|SAJAGPRAHARI-AS Sajag Prahari Foundation
132549|HK|EBROKERSYSTEMSLTD-AS-AP eBroker Systems Ltd
13254|IT|MONDADORI-AS
132552|Unknown|AS132552
132553|Unknown|AS132553
132554|PH|ADMU-SALCEDO-AS-AP Ateneo de Manila University
132556|Unknown|AS132556
132557|Unknown|AS132557
132559|Unknown|AS132559
132562|Unknown|AS132562
132563|Unknown|AS132563
132564|Unknown|AS132564
132566|Unknown|AS132566
132567|Unknown|AS132567
132568|Unknown|AS132568
132571|Unknown|AS132571
132572|Unknown|AS132572
132573|Unknown|AS132573
132575|BD|SIGMAENGINEERSLTD-AS-AP Sigma Engineers Ltd
132576|AU|WORLEYPARSONS1-AS-AP WorleyParsons Limited
132578|AU|RETURNED-AS-AP RETURNED & SERVICES LEAGUE OF AUSTRALIA (QUEENSLAND BRANCH)
132579|TO|TONGACABLELIMITED-AS-AP Tonga Cable Limited
13257|RU|POLARCOM-AS Murmansk
132580|BD|LEVEL3-SG Level3-SG
132581|AU|VICTRACK-AS-AP VICTORIAN RAIL TRACK
132582|AU|GAZAL-AS-AP Gazal Apparel Pty Ltd
132583|AU|CDPL-AS-AP Core Desktop Pty Ltd
132585|HK|SIA-HK-AS SkyExchange Internet Access
132586|AU|NODE1-AS-AP NODE1 Internet
132587|IN|IBSPL-IN INFORMATICA BUSINESS SOLUTION PVT LTD
132588|NZ|YRLESSLTD-AS-AP Yrless Ltd
132590|KH|AKCTV-AS-AP AKCTV Pte. Ltd.
132591|HK|TENCENT-NET-AP-AS Tencent AS num for global network
132593|NZ|AS132593
132594|AU|RAA-AS-AP RAA INSURANCE LIMITED
132595|PH|SEEI-AS-AP Solutions Experts and Enablers Inc.
132596|NZ|HPES-NZCS-NST New Zealand Cloud Service (NZCS)
132597|HK|SERVERWORKS-AS Hong Kong Serverworks Limited
132599|KH|NICTDA-AS-AP Ministry of Posts and Telecommunication
13259|RU|DELTA-TELESYSTEMS-AS
1325|Unknown|AS1325
132602|BD|BANGLADESH-AS-AP Bangladesh Submarine Cable Company Limited (BSCCL)
132603|AU|LAPL-AS-AP Logicalis Australia Pty Ltd
132604|BD|MIDLAND-AS-AP Midland Bank
132605|TH|KTBTH-AS-AP KTB General Services Co.,Ltd
13260|LT|SKUBA
132610|HK|ITL-AS-AP Infitack Technologies Limited
132611|AU|TECHEPTYLTD-AS-AP Tech-e Pty Ltd
132613|IN|SBSPL-AS-AP SunTec Business Solutions Pvt. Ltd.
132615|PH|PBATC-AS-AP Pipol Broadband and Telecommunications Corporation
132616|AU|ICC-AS-AP Ipswich City Council
132618|TH|REALFUTURE-AS-AP Real Future Company Limited
132619|AU|VICTORIAPOLICE-AS-AP POLICE DEPARTMENT (VIC) trading as VICTORIA POLICE
132620|AU|STW1-AS-AP STW Communications Group Ltd
132622|BD|COMBINEDSOFT-AS-AP Combined Soft
132626|AU|IVAD-AS-AP INFINET VOICE & DATA PTY LTD
132627|AU|CONNEKTNET-AS-AP ConnektNet Pty. Ltd.
132634|Unknown|AS132634
132637|Unknown|AS132637
132638|Unknown|AS132638
132639|Unknown|AS132639
132641|Unknown|AS132641
132642|Unknown|AS132642
132643|Unknown|AS132643
132644|Unknown|AS132644
132645|Unknown|AS132645
132647|Unknown|AS132647
132649|Unknown|AS132649
132651|Unknown|AS132651
132652|Unknown|AS132652
132653|Unknown|AS132653
132655|Unknown|AS132655
132658|Unknown|AS132658
132660|Unknown|AS132660
132661|Unknown|AS132661
132662|Unknown|AS132662
132663|Unknown|AS132663
132664|Unknown|AS132664
132667|Unknown|AS132667
132668|Unknown|AS132668
132669|Unknown|AS132669
13266|NL|POR-NET Port of Rotterdam network
132670|Unknown|AS132670
132672|Unknown|AS132672
132673|Unknown|AS132673
132676|Unknown|AS132676
132677|Unknown|AS132677
132678|Unknown|AS132678
13267|CH|AS13267
132680|AU|NET1-AS-AP Net Virtue Pty Ltd
132681|TH|AIN-GLC-AS AIN Globalcomm Limited., Company.
132682|AU|ARU-AS-AP Australian Rugby Union Limited
132685|HK|TOUCHPAL-AS-AP TouchPal HK Co., Limited
132686|MM|ACS-AS-AP Amara Communications
132688|MY|UM-AS-AP University of Malaya
132692|NZ|GLOBICOMLIMITED-AS-AP GlobiCom Limited
132693|AU|EASTERNHEALTH-AS-AP Eastern Health
132694|MY|USIM-AS-AP Universiti Sains Islam Malaysia
132695|NZ|OPTIM-AS-AP Optimation New Zealand Limited
132696|SG|SGIX-SG-AS SGIX Services
132697|NZ|TBDHOLDINGSLTD-AS-AP TBD Holdings Ltd
132698|HK|ONESTOP-AS-AP Equnix-
132699|SG|SIEMENSPTELTD-AS-AP Siemens Pte Ltd.
1326|Unknown|AS1326
132701|TH|URU-AS Uttaradit Rajabhat University
132702|HK|TRHKL-AS-AP TUV Rheinland Hong Kong Ltd.
132703|AU|HPPL-AS-AP Hancock Prospecting Pty Ltd
132706|AU|BMPL-AS-AP Bluestone Mortgages Pty Limited
132707|AF|ASIX-AS-AP Asix
132708|SG|VNG-AS-AP VNG Singapore PTE. LTD.
132710|AU|COVERMOREMORE-AS-AP Cover-More Insurance Services Pty Ltd
132711|IN|DELLSONICWALL-AS-AP Dell SonicWALL
132712|NZ|BCSGROUPLTD-AKL-PUB DaifukuBCS AKL
132713|AU|VIRGIN-AS-AP Virgin Australia Airlines Pty Ltd
132716|PH|SURESTEPROPERTIES-PH 1 Solaire Boulevard
132717|IN|NDCTPL-IN NxtGen Datacenter & Cloud Technologies Pvt. Ltd.
132718|AU|SAMARADPTYLTD-AS-AP Samarad Pty Ltd t/as
132719|CN|CWDDTCL-AS-AP Chengdu West Dimension Digital Technology Co., Ltd
132720|MY|EXPN-AS-AP Experian Marketing Services (Malaysia) Sdn. Bhd.
132721|NL|PING-GLOBAL-AS Ping Network Limited Global POP
132722|NZ|ITL-AS-AP Intellium Technology Limited
132723|NZ|TDC-AS-AP Tararua District Council
132724|AU|NARKOV-AS-AP NARKOV Pty Ltd
132726|JP|SANYUNETCORP-JP 5-3 Miyuki-cho
132727|NZ|STRATANETWORKSLTD-AS-AP Strata Networks Ltd
132728|AU|ALFREDHEALTH-AS-AP Alfred Health
13272|EE|STARMAN
132730|KH|MBIT-KH Maximum Business Information Technology
132731|SG|CYBERSITE-NET-AS-AP ZONE TELECOM PTE LTD
132732|AU|CCPL-AS-AP Cash Converters Pty Ltd
132733|AU|ENGAGE-AS-AP Engage Pty Ltd
132734|SG|SCHNEIDER-AS-AP Schneider Electric (SINGAPORE) Pty Ltd
132735|BD|RAYANTRADERS-AS-AP Rayan Traders
132738|TW|SHIH-HSIN-AS-AP Shih-Hsin Cable Television Corporation
132739|SG|SCAFFNETPTELTD-AS-AP Scaffnet Pte Ltd
13273|FR|FRANCE-TEASER
132740|AU|NGPL-AS-AP Netlink Group PTY LTD
132741|PK|NCSL-AS-AP National Communications Services (SMC-Private) Limited
132742|HK|GGL-AS-AP Guochao Group limited
132744|NZ|TVCL-AS-AP The Virus Centre Ltd
132745|NZ|COMPUTERCORNERLTD-AS-AP Computer Corner Ltd
132747|Unknown|AS132747
13274|PL|AS13274
132751|Unknown|AS132751
132752|Unknown|AS132752
132753|Unknown|AS132753
132754|Unknown|AS132754
132760|Unknown|AS132760
132761|Unknown|AS132761
132763|Unknown|AS132763
132764|Unknown|AS132764
132768|Unknown|AS132768
132770|Unknown|AS132770
132771|Unknown|AS132771
132772|Unknown|AS132772
132773|Unknown|AS132773
132774|Unknown|AS132774
132778|Unknown|AS132778
132779|Unknown|AS132779
132780|Unknown|AS132780
132781|Unknown|AS132781
132783|Unknown|AS132783
132784|Unknown|AS132784
132785|Unknown|AS132785
132787|IN|MNSPL-IN Helios IT Infrasolutions Pvt Ltd
132788|PK|MOBIT-AS-AP MOBILINK IT AS
132789|AU|PIVOTEL-AS-AP Pivotel Group Pty Limited
13278|TR|ASN-TEITR Eskisehir - Turkey
132791|AU|FALEYPTYLTD-AS Faley Pty Ltd
132792|PH|UPV-MIAGAO-AS-AP University of the Philippines Visayas, Miagao
132795|Unknown|AS132795
132796|Unknown|AS132796
132797|VU|VANUATU-AS-AP Vanuatu Internet Exchange (VIX)
132798|AU|CLOUDITPTYLTD-AS-AP Cloud IT Pty Ltd
132799|NP|DMNPL-AS-AP Dish Media Network Pvt. Ltd.
132801|BD|NBL-AS National Bank LimitedHead Office
132802|IN|MSL-IN Chennai - Corporate Office
132804|SG|SINGTEL-AS-SCSGBDK3 Singapore Telecommunications Limited
132805|Unknown|AS132805
132806|BD|KUET-AS-AP Khulna University of Engineering & Technology
132808|AU|AISPLTIT-AS-AP IP Telco
13280|IE|AS13280
132810|NZ|TELARUSPTYLTD-AS-AP Telarus Pty Ltd
132815|NZ|EWL-AS-AP Evolution Wireless Ltd
132816|SG|SIMPLERCLOUD-AS-AP SimplerCloud Pte Ltd
132818|HK|NETSOLUTIONS-AS-AP Netsolutions Limited
132819|PH|ANSL-AS-AP Aldford Network Solutions Limited
13281|UA|HOTELMNGM-AS
132821|TH|TRINITY-SECURITIES-AS-AP Trinity Securities Co., Ltd.
132822|NZ|FIDLAPNIC-AS-AP Fidelity Life Assurance Company Limited
